zts1e	Nouveau objet
zts18639e	Mémorial du héros oublié D (1)
zts18640e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]La force physique augmente de 80.[n]
zts18641e	Mémorial du héros oublié S (1)
zts18642e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]L'adresse augmente de 80.[n]
zts18643e	Mémorial du héros oublié J (1)
zts18644e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]La force de l'esprit augmente de 80.[n]
zts18645e	Mémorial du héros oublié M (1)
zts18646e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]Les HP maximums augmentent de 4 000.[n]
zts18647e	Mémorial du héros inconnu (1)
zts18648e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]Les MP maximums augmentent de 4 000.[n]
zts18649e	Stratégie de défense des chevaliers de Lord Cuarry (1)
zts18650e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]La force de défense totale augmente de 30.[n]
zts18651e	Stratégie d'attaque des chevaliers de Lord Cuarry (1)
zts18652e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]La force d'attaque augmente de 30.[n]
zts18653e	Amitié des fées (1)
zts18654e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]Toutes les résistances élémentaires augmentent de 10.[n]
zts18655e	L'histoire originelle d'Aurélius Roshu (1)
zts18656e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]Le gain de points d'EXP augmente de 3 %.[n]
zts18657e	Mémorial des marchands d'Akamur (1)
zts18658e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]Le gain en or augmente de 3 %.[n]
zts18659e	Casque céleste scellé
zts18660e	C'est le casque fourni par l'armée de Paradisia.[n]
zts18661e	Collier d'Erenia
zts18662e	Le collier est imprégné de l'énergie d'Erenia.[n]Il protège son porteur.[n]
zts18663e	Anneau d'Erenia
zts18664e	C'est un anneau en forme d'ailes de démon.[n]Il augmente l'élément Obscurité et endurcit le corps.[n]
zts18665e	Bracelet d'Erenia
zts18666e	Le bracelet est imprégné de l'énergie du dieu de la lune.[n]Erenia adore les bijoux.[n]
zts18667e	Casque démoniaque scellé
zts18668e	C'est le casque fourni par l'armée d'Infernium.[n]
zts18669e	Le collier de Zenas
zts18670e	Le bracelet est imprégné de l'énergie de Zenas.[n]Il protège son porteur.[n]
zts18671e	Anneau de Zenas
zts18672e	Un anneau en forme d'ailes d'ange.[n]Il augmente l'élément Lumière et rend le corps plus léger.[n]
zts18673e	Bracelet de Zenas
zts18674e	Ce bracelet est imprégné de l'énergie du dieu du soleil. Zénas l'adore.[n]
zts18675e	Armure lourde céleste scellée
zts18676e	Une armure façonnée par des forces sacrées.[n]
zts18677e	Robe céleste scellée
zts18678e	Robe cousue avec du fil béni.[n]
zts18679e	Armure de cuir céleste scellée
zts18680e	Une armure de cuir fabriquée avec de l'énergie sacrée.[n]
zts18681e	Armure lourde infernale scellée
zts18682e	Une armure fabriquée avec de l'énergie ténébreuse.[n]
zts18683e	Robe infernale scellée
zts18684e	Robe cousue avec du fil maudit.[n]
zts18685e	Armure de cuir infernale scellée
zts18686e	Une armure de cuir fabriquée avec de l'énergie ténébreuse.[n]
zts18687e	Arbalète céleste scellée
zts18688e	Cette arbalète renferme la puissance de Paradisia.[n]
zts18689e	Arme magique céleste scellée
zts18690e	Cette arme magique utilise l'énergie sacrée comme munition.[n]
zts18691e	Dague céleste sacrée
zts18692e	Cette dague provient de la salle d'armes de Paradisia.[n]
zts18693e	Épée céleste scellée
zts18694e	Cette épée a été bénie à Paradisia.[n]
zts18695e	Bâton céleste scellé
zts18696e	Ce bâton renferme la puissance du dieu du soleil.[n]
zts18697e	Arc céleste scellé
zts18698e	Cet arc est le symbole du non-conventionnalisme de Paradisia.[n]
zts18699e	Arbalète infernale scellée
zts18700e	Cette arbalète renferme la puissance d'Infernium.[n]
zts18701e	Arme magique infernale scellée
zts18702e	Cette arme magique utilise l'énergie ténébreuse comme munition.[n]
zts18703e	Dague infernale scellée
zts18704e	Cette dague provient de la salle d'armes d'Infernium.[n]
zts18705e	Épée infernale scellée
zts18706e	Cette épée a été maudite à Infernium.[n]
zts18707e	Bâton infernal scellé
zts18708e	Ce bâton renferme la puissance du dieu de la lune.[n]
zts18709e	Arc infernal scellé
zts18710e	Cet arc est le symbole du non-conventionnalisme d'Infernium.[n]
zts18711e	Gants célestes scellés
zts18712e	Ces gants permettent de contrôler l'énergie sacrée plus facilement.[n]
zts18713e	Chaussures célestes scellées
zts18714e	Ces chaussures permettent de contrôler l'énergie sacrée plus facilement.[n]
zts18715e	Gants infernaux scellés
zts18716e	Ces gants permettent de contrôler l'énergie ténébreuse plus facilement.[n]
zts18717e	Chaussures infernales scellées
zts18718e	Ces chaussures permettent de contrôler l'énergie ténébreuse plus facilement.[n]
zts18719e	Chapeau en cuir céleste scellé
zts18720e	Chapeau en cuir infernal scellé
zts18721e	Serre-tête céleste scellé
zts18722e	Serre-tête infernal scellé
zts18723e	Corne d'Erenia faite main
zts18724e	Le maître artisan de l'archipel oublié[n]a cousu la corne de ses propres mains.[n]Sur l'un des côtés, on peut apercevoir sa signature « Corne de Fernon ».[n]
zts18725e	Talons hauts luxueux de Zénas
zts18726e	Ces escarpins font partie d'une édition limitée de la gamme premium de l'archipel oublié.[n]Ces pompes divines portent la signature « Talon de Fernon » sur la partie inférieure.[n]
zts18727e	Énergie instable
zts18728e	Objet de quête[n]L'énergie instable emprunte parfois des chemins surprenants, car elle est capricieuse.[n]
zts18729e	Sang sacré
zts18730e	C'est le sang des anges du Paradis mystique. Il renferme des pouvoirs sacrés.[n]
zts18731e	Pierre d'énergie ténébreuse
zts18732e	Cette pierre des démons d'Infernium se nourrit d'énergie ténébreuse.[n]
zts18733e	Sceau de raid : audience auprès d'Erenia
zts18734e	Tu peux commencer le raid en empruntant les Portes infernales 4, qui se trouvent à côté de la statue d'Erenia,[n]dès que la barre de la déesse est pleine.[n]]Niveau recommandé : 90 à 99[n]Nombre de joueurs minimum : 15[n][Mode d'emploi][n]Ce sceau te permet de devenir chef de raid.[n]Une fois chef de raid, tu peux inviter d'autres joueurs[n]en cliquant sur eux.[n]Rends-toi à l'entrée du raid avec ton équipe et entre en tant que chef[n]pour que les autres membres puissent te suivre automatiquement.[n]
zts18735e	Sceau de raid : audience auprès de Zenas
zts18736e	Tu peux commencer le raid en empruntant le portail qui se trouve à côté de la statue de Zénas.[n]Niveau requis : 90-99[n]Places de joueur disponibles : 15[n]Nombre de joueurs recommandé : 15[n][Mode d'emploi][n]Cet objet fait de toi le chef du raid.[n]En tant que chef du raid, tu peux cliquer sur d'autres joueurs et les inviter grâce au bouton « Équipe ».[n]Quand tout est prêt, va à l'entrée du raid. Lorsque le chef entre, les autres joueurs le suivent automatiquement.[n]
zts18737e	Parchemin de production d'accessoires d'Ancelloan
zts18738e	Ce document décrit comment produire des accessoires grâce au pouvoir d'Ancelloan.[n]Il contient la formule qui permet de créer un nouvel accessoire.[n][Production][n]1. Les matériaux nécessaires doivent se trouver dans l'inventaire.[n]2. Double-clique sur le parchemin pour ouvrir la fenêtre de production.[n]3. Sélectionne l'accessoire que tu souhaites fabriquer.[n]4. Clique sur la touche de production pour lancer le processus.[n]
zts18739e	Parchemin de production d'armes d'Ancelloan
zts18740e	Ce document décrit comment produire des armes grâce au pouvoir d'Ancelloan.[n]Il contient la formule qui permet de créer une nouvelle arme.[n][Production][n]1. Les matériaux nécessaires doivent se trouver dans l'inventaire.[n]2. Double-clique sur le parchemin pour ouvrir la fenêtre de production.[n]3. Sélectionne l'arme que tu souhaites fabriquer.[n]4. Clique sur la touche de production pour lancer le processus.[n]
zts18741e	Parchemin pour arme secondaire d'Ancelloan
zts18742e	Ce document décrit comment produire des armes secondaires grâce au pouvoir d'Ancelloan.[n]Il contient la formule qui permet de créer une nouvelle arme secondaire.[n][Production][n]1. Les matériaux nécessaires doivent se trouver dans l'inventaire.[n]2. Double-clique sur le parchemin pour ouvrir la fenêtre de production.[n]3. Sélectionne l'arme secondaire que tu souhaites fabriquer.[n]4. Clique sur la touche de production pour lancer le processus.[n]
zts18743e	Parchemin de production d'armures d'Ancelloan
zts18744e	Ce document décrit comment produire des armures grâce au pouvoir d'Ancelloan.[n]Il contient la formule qui permet de créer une nouvelle armure.[n][Production][n]1. Les matériaux nécessaires doivent se trouver dans l'inventaire.[n]2. Double-clique sur le parchemin pour ouvrir la fenêtre de production.[n]3. Sélectionne l'armure que tu souhaites fabriquer.[n]4. Clique sur la touche de production pour lancer le processus.[n]
zts18745e	étrange
zts18746e	Démonte des objets pour obtenir des matériaux aléatoires.[n]
zts18747e	Pierre sacrée de Graham
zts18748e	Grâce à cette pierre sacrée, tu peux faire de Graham ton partenaire.[n]
zts18749e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]Les dégâts en PvP augmentent de 1 %.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 10 ou plus.[n]
zts18750e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]Les dégâts en PvP augmentent de 2 %.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 20 ou plus.[n]Tu dois maîtriser la compétence précédente.[n]
zts18751e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]Les dégâts en PvP augmentent de 3 %.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 30 ou plus.[n]Tu dois maîtriser la compétence précédente.[n]
zts18752e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]Les dégâts en PvP augmentent de 5 %.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 40 ou plus.[n]Tu dois maîtriser la compétence précédente.[n]
zts18753e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]Les dégâts en PvP augmentent de 1 %.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 10 ou plus.[n]
zts18754e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]Les dégâts en PvP augmentent de 2 %.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 20 ou plus.[n]Tu dois maîtriser la compétence précédente.[n]
zts18755e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]La défense PvP augmente de 3 %.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 30 ou plus.[n]Tu dois maîtriser la compétence précédente.[n]
zts18756e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]La défense PvP augmente de 5 %.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 40 ou plus.[n]Tu dois maîtriser la compétence précédente.[n]
zts18757e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]La force physique augmente de 80.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 38 ou plus.[n]
zts18758e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]L'adresse augmente de 80.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 38 ou plus.[n]
zts18759e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]La force de l'esprit augmente de 80.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 38 ou plus.[n]
zts18760e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]Les HP maximums augmentent de 4 000.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 38 ou plus.[n]
zts18761e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]Les MP maximums augmentent de 4 000.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 38 ou plus.[n]
zts18762e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]La force de défense totale augmente de 30.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 28 ou plus.[n]
zts18763e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]La force d'attaque totale augmente de 30.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 28 ou plus.[n]
zts18764e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]Toutes les résistances élémentaires augmentent de 10.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 28 ou plus.[n]
zts18765e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]Le gain de points d'EXP augmente de 3 %.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 18 ou plus.[n]
zts18766e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]Le gain en or augmente de 3 %.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 18 ou plus.[n]
zts18776e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]La défense PvP augmente de 1 %.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 15 ou plus.[n]
zts18777e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]La défense PvP augmente de 2 %.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 25 ou plus.[n]Tu dois maîtriser la compétence précédente.[n]
zts18778e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]La défense PvP augmente de 3 %.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 35 ou plus.[n]Tu dois maîtriser la compétence précédente.[n]
zts18779e	Avec cet objet, tu peux obtenir l'effet suivant.[n][Effet][n]La défense PvP augmente de 5 %.[n][Attention][n]L'utilisation est possible à partir du niveau héroïque 45 ou plus.[n]Tu dois maîtriser la compétence précédente.[n]
zts18780e	Costume d'illusionniste (30 jours)
zts18781e	Deviens un talentueux illusionniste.[n]La durée d'utilisation débute dès que tu t'en sers pour la première fois.[n][Effet][n]En cas d'attaque ennemie, tu bénéficies de l'effet d'entourloupe avec une probabilité de 3 %.[n]
zts18782e	Costume d'illusionniste (permanent)
zts18783e	Deviens un talentueux illusionniste.[n][Effet][n]En cas d'attaque ennemie, tu bénéficies de l'effet d'entourloupe avec une probabilité de 3 %.[n]
zts18784e	Haut-de-forme d'illusionniste (30 jours)
zts18785e	Deviens un talentueux illusionniste.[n]La durée d'utilisation commence dès que tu mets le costume[n][Effet][n]Augmente les gains en or de 20 %.[n]
zts18786e	Haut-de-forme d'illusionniste (permanent)
zts18787e	Deviens un talentueux illusionniste.[n][Effet][n]Les gains en or augmentent de 20 %.[n]
zts18788e	Ensemble d'illusionniste (permanent)
zts18789e	Deviens un talentueux illusionniste.[n][Objets][n]1x costume d'illusionniste (permanent)[n]1x haut-de-forme d'illusionniste (permanent)[n]
zts18804e	Carte de spécialiste pour partenaire de Marion Marionnettiste
zts18810e	C'est la carte de spécialiste pour partenaire de l'élément Obscurité.[n]Tom et Kliff peuvent la porter.[n]Cette adorable petite chose n'est pas mon jouet, c'est mon ami.[n]
zts18813e	Amulette héroïque de hausse du niveau de rareté
zts18814e	Porte cet objet, au moment des paris, pour obtenir 1 niveau de rareté en plus.[n](Sans échec)[n][Attention][n]Cet objet est uniquement utilisable pour l'équipement disposant d'un niveau héroïque.[n]Le niveau de rareté peut être amélioré jusqu'à 8 fois.[n]
